param: T : PD      PGD       cOS:=
#         [kW]     [kW]  [R$/kWh]
   1   1.9334   0.0000   0.22419
   2   1.6885   0.0000   0.22419
   3   1.6072   0.0000   0.22419
   4   1.5945   0.0000   0.22419
   5   1.5962   0.0000   0.22419
   6   1.5859   0.0000   0.22419
   7   1.5550   0.0000   0.22419
   8   1.5058   0.0000   0.22419
   9   1.4460   0.0000   0.22419
  10   1.3850   0.0000   0.22419
  11   1.3319   0.0000   0.22419
  12   1.2937   0.0000   0.22419
  13   1.2752   0.0000   0.22419
  14   1.2783   0.0000   0.22419
  15   1.3026   0.0000   0.22419
  16   1.3457   0.0000   0.22419
  17   1.4037   0.0794   0.22419
  18   1.4716   0.1913   0.22419
  19   1.5445   0.3082   0.22419
  20   1.6171   0.4286   0.22419
  21   1.6850   0.5515   0.22419
  22   1.7445   0.6762   0.22419
  23   1.7929   0.8023   0.22419
  24   1.8287   0.9300   0.22419
  25   1.8513   1.0597   0.22419
  26   1.8613   1.1918   0.22419
  27   1.8604   1.3271   0.22419
  28   1.8506   1.4664   0.22419
  29   1.8348   1.6101   0.22419
  30   1.8160   1.7588   0.22419
  31   1.7974   1.9126   0.22419
  32   1.7818   2.0714   0.22419
  33   1.7719   2.2347   0.22419
  34   1.7699   2.4016   0.22419
  35   1.7773   2.5707   0.22419
  36   1.7948   2.7404   0.22419
  37   1.8227   2.9087   0.22419
  38   1.8604   3.0731   0.22419
  39   1.9064   3.2313   0.22419
  40   1.9591   3.3804   0.22419
  41   2.0161   3.5180   0.22419
  42   2.0749   3.6413   0.22419
  43   2.1326   3.7480   0.22419
  44   2.1866   3.8359   0.22419
  45   2.2343   3.9033   0.22419
  46   2.2736   3.9489   0.22419
  47   2.3027   3.9719   0.22419
  48   2.3207   3.9720   0.22419
  49   2.3271   3.9498   0.22419
  50   2.3226   3.9061   0.22419
  51   2.3082   3.8425   0.22419
  52   2.2863   3.7613   0.22419
  53   2.2595   3.6648   0.22419
  54   2.2314   3.5562   0.22419
  55   2.2060   3.4386   0.22419
  56   2.1877   3.3154   0.22419
  57   2.1810   3.1901   0.22419
  58   2.1905   3.0660   0.22419
  59   2.2203   2.9460   0.22419
  60   2.2742   2.8328   0.22419
  61   2.3552   2.7285   0.22419
  62   2.4654   2.6343   0.22419
  63   2.6058   2.5511   0.22419
  64   2.7760   2.4784   0.22419
  65   2.9745   2.4154   0.32629
  66   3.1981   2.3601   0.32629
  67   3.4425   2.3098   0.32629
  68   3.7018   2.2610   0.32629
  69   3.9692   2.2099   0.51792
  70   4.2369   2.1521   0.51792
  71   4.4963   2.0831   0.51792
  72   4.7388   1.9985   0.51792
  73   4.9557   1.8945   0.51792
  74   5.1389   1.7681   0.51792
  75   5.2813   1.6171   0.51792
  76   5.3774   1.4411   0.51792
  77   5.4235   1.2414   0.51792
  78   5.4183   1.0211   0.51792
  79   5.3630   0.7856   0.51792
  80   5.2615   0.5425   0.51792
  81   5.1205   0.3014   0.32629
  82   4.9491   0.0737   0.32629
  83   4.7584   0.0000   0.32629
  84   4.5606   0.0000   0.32629
  85   4.3681   0.0000   0.22419
  86   4.1912   0.0000   0.22419
  87   4.0371   0.0000   0.22419
  88   3.9065   0.0000   0.22419
  89   3.7908   0.0000   0.22419
  90   3.6688   0.0000   0.22419
  91   3.5023   0.0000   0.22419
  92   3.2312   0.0000   0.22419
  93   2.7687   0.0000   0.22419
  94   2.4654   0.0000   0.22419
  95   2.2343   0.0000   0.22419
  96   2.1326   0.0000   0.22419 
;

param delta := 0.25; # horas

param: AE : PMXAE    EMXAE     alpha  EAE0  beta :=
#            [kW]    [kWh]           [kWh]
        1       2        7      0.90     0   0.05
        2       3        5      0.95     0   0.05
;

param: CG :   Pe       Te      Ti      Tf :=
#            [kW]     [h]     [h]     [h]  
        1     0.7       3       2      12 
        2     1.0       5      13      23
        3     0.5       2      10      17
;
